-4472.514,-3342.706,-6857.352,-3956.456,-2347.298,-5950.420,-4101.494,-5256.582,-568.560,-3935.210,-1752.238,-5653.369,-6190.769,-10451.791,-6362.860,-9083.005
-4499.756,-3353.045,-6883.235,-3946.180,-2401.769,-5964.421,-4134.613,-5261.261,-540.397,-3939.396,-1743.880,-5651.099,-6201.117,-10441.437,-6365.875,-9088.282
-4495.732,-3354.811,-6875.005,-3975.245,-2296.492,-5918.306,-4116.120,-5246.193,-546.588,-3948.423,-1733.893,-5616.963,-6150.183,-10466.622,-6379.507,-9061.895
-4512.354,-3358.972,-6880.383,-3965.352,-2218.766,-5899.955,-4151.256,-5253.774,-557.028,-3950.607,-1733.387,-5608.611,-6126.899,-10459.309,-6378.314,-9061.225
-4502.460,-3356.639,-6877.387,-3962.860,-2261.438,-5927.719,-4117.566,-5274.926,-573.416,-3939.724,-1744.784,-5637.396,-6156.166,-10451.313,-6361.666,-9082.669
-4489.400,-3350.776,-6864.825,-3948.020,-2356.634,-5962.918,-4135.184,-5273.148,-574.104,-3941.689,-1755.096,-5658.558,-6196.913,-10449.809,-6381.015,-9094.229
-4504.505,-3347.624,-6881.250,-3977.200,-2408.642,-5968.692,-4130.107,-5263.320,-560.184,-3939.542,-1746.702,-5656.045,-6207.343,-10457.293,-6367.948,-9088.784
-4511.563,-3358.530,-6882.152,-3978.811,-2305.542,-5928.431,-4132.091,-5260.513,-530.443,-3952.063,-1728.900,-5624.747,-6159.076,-10465.324,-6390.941,-9074.712
-4486.564,-3338.419,-6866.991,-3958.297,-2216.934,-5896.158,-4127.754,-5247.503,-528.905,-3943.618,-1729.334,-5603.746,-6121.644,-10461.736,-6374.105,-9056.786
-4535.375,-3364.520,-6894.101,-3938.204,-2253.649,-5920.679,-4149.373,-5272.212,-542.420,-3944.565,-1740.262,-5624.666,-6145.575,-10445.299,-6368.891,-9078.062
-4503.318,-3346.110,-6879.156,-3944.646,-2348.959,-5950.262,-4114.910,-5263.976,-530.362,-3939.469,-1745.219,-5644.126,-6183.169,-10449.468,-6364.556,-9083.675
-4508.858,-3351.658,-6875.257,-3947.138,-2414.828,-5980.004,-4136.126,-5281.103,-548.773,-3934.992,-1744.712,-5659.207,-6214.781,-10442.838,-6362.608,-9103.444
-4491.709,-3336.780,-6862.550,-3956.839,-2313.160,-5933.335,-4126.140,-5263.227,-557.594,-3936.084,-1734.726,-5629.449,-6165.463,-10453.022,-6368.828,-9076.638
-4530.625,-3362.943,-6886.412,-3943.802,-2232.284,-5920.125,-4152.063,-5283.349,-573.133,-3939.287,-1736.499,-5628.152,-6145.494,-10434.603,-6369.079,-9082.251
-4483.925,-3331.673,-6862.370,-3978.619,-2255.711,-5925.900,-4123.282,-5279.605,-565.040,-3933.536,-1747.860,-5637.152,-6155.842,-10470.245,-6370.021,-9080.659
-4495.469,-3334.132,-6866.377,-3948.020,-2361.044,-5966.399,-4125.434,-5287.186,-551.808,-3925.528,-1753.975,-5662.045,-6201.683,-10438.704,-6351.677,-9098.669
-4498.305,-3334.006,-6868.037,-3958.297,-2416.088,-5977.077,-4122.677,-5273.054,-538.900,-3933.718,-1745.689,-5662.288,-6214.942,-10461.531,-6369.707,-9095.905
-4497.249,-3333.754,-6869.734,-3963.895,-2310.926,-5933.335,-4130.780,-5267.158,-556.704,-3930.151,-1738.199,-5630.017,-6164.574,-10446.358,-6367.006,-9076.387
-4490.456,-3335.582,-6867.063,-3929.385,-2218.938,-5900.192,-4129.368,-5262.572,-554.317,-3931.170,-1735.594,-5611.368,-6125.848,-10442.462,-6356.515,-9064.660
-4501.999,-3338.230,-6874.896,-3971.717,-2267.567,-5937.448,-4143.859,-5294.393,-591.301,-3927.093,-1743.916,-5639.423,-6159.723,-10439.148,-6356.954,-9092.470
-4489.004,-3329.277,-6864.933,-3961.211,-2358.295,-5967.348,-4123.786,-5291.960,-542.178,-3938.304,-1744.350,-5656.856,-6199.339,-10471.372,-6379.382,-9103.109
-4470.865,-3309.229,-6849.411,-3923.403,-2407.726,-5970.828,-4110.942,-5270.340,-542.178,-3916.028,-1750.754,-5657.261,-6209.202,-10437.644,-6345.081,-9093.057
-4477.791,-3323.982,-6858.110,-3932.836,-2317.571,-5943.539,-4126.005,-5275.019,-562.895,-3925.892,-1737.837,-5633.341,-6169.667,-10438.157,-6356.640,-9087.444
-4521.061,-3345.669,-6890.310,-3970.183,-2242.365,-5930.013,-4158.552,-5299.166,-573.659,-3938.086,-1735.051,-5635.531,-6153.498,-10439.934,-6376.304,-9094.732
-4466.116,-3316.227,-6849.230,-3936.249,-2253.076,-5925.820,-4111.547,-5274.084,-524.171,-3921.743,-1745.219,-5629.855,-6149.132,-10449.229,-6349.479,-9079.905
-4459.652,-3310.490,-6845.512,-3947.675,-2357.894,-5965.449,-4115.515,-5288.029,-540.276,-3922.762,-1750.610,-5657.504,-6197.317,-10452.577,-6357.645,-9098.920
-4464.137,-3319.001,-6845.079,-3930.727,-2412.251,-5979.134,-4115.717,-5282.600,-542.178,-3917.957,-1746.340,-5661.802,-6213.568,-10439.182,-6354.002,-9103.109
-4500.350,-3328.143,-6864.464,-3912.552,-2324.444,-5947.652,-4145.339,-5286.999,-627.800,-3914.973,-1741.456,-5643.315,-6178.399,-10413.177,-6335.092,-9094.648
-4484.123,-3317.047,-6862.984,-3957.338,-2215.215,-5899.480,-4110.472,-5262.478,-526.923,-3942.417,-1726.910,-5604.151,-6120.674,-10488.971,-6398.731,-9064.157
-4474.559,-3319.253,-6865.908,-3918.725,-2256.742,-5924.950,-4117.465,-5280.073,-531.455,-3923.381,-1740.008,-5627.990,-6148.404,-10439.182,-6348.536,-9079.486
-4469.876,-3317.299,-6855.475,-3927.008,-2355.087,-5964.421,-4122.038,-5292.708,-531.010,-3921.342,-1742.143,-5652.801,-6196.186,-10442.702,-6357.457,-9102.857
-4454.243,-3308.031,-6844.176,-3949.132,-2420.670,-5989.337,-4139.690,-5299.634,-585.393,-3918.758,-1750.429,-5670.721,-6224.321,-10447.827,-6360.787,-9113.244
