-8782.900,-5287.198,-5375.167,-4853.946,-1113.251,-2345.317,-4833.937,-1496.595,-4622.718,-2630.063,-1922.163,-5919.010,-4318.782,-3642.909,-5363.377,-4260.142
-8783.700,-5296.576,-5373.579,-4854.074,-1121.256,-2344.670,-4833.839,-1491.353,-4626.268,-2635.127,-1917.825,-5917.003,-4321.129,-3640.652,-5364.040,-4259.741
-8799.491,-5307.244,-5387.742,-4865.954,-1130.020,-2363.092,-4851.463,-1507.055,-4636.909,-2644.867,-1925.493,-5932.198,-4341.347,-3652.174,-5372.727,-4277.393
-8807.468,-5315.224,-5396.951,-4866.712,-1129.696,-2369.762,-4860.828,-1515.911,-4645.356,-2648.262,-1928.275,-5936.275,-4346.807,-3656.701,-5373.362,-4285.476
-8798.100,-5298.985,-5390.763,-4852.633,-1127.699,-2369.134,-4860.705,-1517.598,-4628.242,-2629.323,-1927.669,-5940.546,-4348.386,-3643.888,-5356.652,-4286.049
-8780.964,-5278.465,-5373.476,-4852.889,-1118.864,-2355.590,-4845.859,-1507.578,-4639.511,-2616.670,-1930.262,-5931.684,-4331.282,-3640.385,-5349.812,-4270.917
-8768.917,-5265.173,-5360.900,-4853.103,-1126.827,-2360.302,-4843.155,-1502.170,-4639.148,-2615.754,-1926.360,-5935.272,-4340.830,-3637.226,-5351.227,-4273.625
-8780.256,-5272.464,-5371.910,-4845.374,-1146.705,-2386.281,-4860.189,-1521.834,-4644.636,-2610.373,-1929.113,-5952.570,-4367.660,-3634.635,-5335.382,-4299.489
-8779.572,-5259.043,-5373.505,-4842.514,-1148.632,-2392.656,-4866.211,-1529.071,-4649.426,-2599.435,-1936.243,-5959.754,-4375.762,-3632.911,-5323.175,-4302.402
-8762.077,-5239.169,-5359.187,-4839.418,-1145.227,-2389.939,-4859.894,-1530.425,-4653.959,-2585.912,-1937.469,-5957.859,-4370.390,-3629.085,-5312.266,-4304.658
-8738.854,-5213.508,-5335.808,-4823.674,-1141.190,-2380.608,-4845.711,-1522.242,-4644.116,-2558.044,-1936.684,-5953.260,-4360.679,-3613.047,-5288.658,-4293.901
-8739.248,-5209.508,-5333.821,-4815.551,-1152.360,-2388.701,-4854.412,-1525.000,-4643.232,-2550.255,-1931.605,-5956.511,-4369.357,-3604.761,-5276.162,-4302.736
-8748.117,-5206.604,-5343.812,-4822.628,-1163.825,-2407.216,-4875.600,-1543.551,-4658.243,-2550.549,-1936.485,-5969.932,-4389.236,-3612.202,-5274.632,-4322.234
-8755.248,-5205.271,-5353.168,-4832.181,-1164.796,-2415.605,-4893.003,-1556.320,-4668.999,-2553.580,-1943.213,-5976.947,-4398.518,-3620.877,-5280.202,-4331.504
-8746.274,-5190.558,-5345.466,-4816.853,-1160.632,-2414.367,-4883.343,-1552.440,-4664.501,-2530.129,-1945.491,-5976.417,-4395.021,-3607.519,-5254.141,-4331.564
-8719.433,-5156.123,-5320.079,-4804.706,-1156.580,-2405.701,-4871.127,-1544.972,-4657.174,-2504.741,-1943.276,-5970.437,-4381.739,-3594.596,-5235.325,-4319.312
-8724.048,-5169.329,-5319.983,-4804.354,-1165.232,-2409.064,-4873.069,-1542.762,-4658.015,-2506.914,-1938.318,-5970.863,-4387.480,-3592.494,-5234.315,-4323.421
-8728.674,-5162.683,-5326.164,-4815.327,-1176.092,-2424.936,-4887.669,-1557.350,-4673.140,-2514.504,-1943.407,-5979.203,-4403.034,-3602.092,-5241.905,-4340.014
-8729.822,-5163.005,-5330.255,-4819.223,-1172.899,-2429.038,-4890.840,-1559.843,-4677.196,-2519.297,-1946.179,-5982.156,-4407.535,-3608.987,-5244.646,-4342.689
-8724.152,-5156.381,-5326.784,-4809.061,-1164.332,-2416.639,-4880.836,-1552.955,-4670.653,-2506.186,-1944.633,-5975.085,-4393.737,-3599.089,-5233.362,-4332.068
-8698.054,-5133.087,-5301.758,-4791.395,-1159.914,-2401.525,-4864.933,-1542.355,-4656.311,-2484.968,-1943.368,-5964.754,-4374.360,-3584.074,-5213.074,-4315.492
-8706.320,-5142.077,-5305.775,-4791.321,-1166.639,-2403.779,-4870.291,-1539.962,-4656.475,-2488.304,-1935.749,-5965.806,-4380.160,-3581.071,-5215.180,-4318.090
-8716.152,-5139.195,-5315.404,-4802.699,-1177.837,-2420.501,-4884.818,-1551.950,-4664.801,-2493.720,-1938.773,-5979.082,-4401.160,-3592.583,-5221.934,-4331.769
-8728.268,-5162.532,-5327.862,-4805.581,-1175.755,-2420.926,-4892.413,-1555.531,-4673.333,-2499.042,-1944.129,-5980.270,-4399.861,-3597.854,-5222.165,-4331.932
-8711.712,-5129.710,-5316.859,-4805.048,-1169.987,-2416.066,-4881.598,-1553.279,-4669.669,-2490.348,-1945.030,-5974.411,-4391.774,-3594.484,-5220.981,-4327.796
-8699.839,-5123.235,-5304.210,-4792.271,-1161.560,-2401.155,-4867.563,-1539.862,-4658.193,-2478.341,-1941.691,-5964.803,-4374.227,-3585.309,-5206.609,-4312.117
-8692.488,-5119.364,-5295.311,-4790.179,-1173.827,-2408.546,-4869.455,-1540.178,-4655.984,-2476.426,-1936.175,-5970.076,-4384.808,-3578.335,-5203.550,-4318.432
-8707.967,-5130.075,-5308.241,-4804.557,-1186.137,-2425.010,-4882.458,-1554.218,-4670.367,-2489.879,-1941.768,-5981.900,-4406.709,-3591.404,-5218.672,-4334.110
-8720.164,-5142.034,-5321.209,-4807.364,-1182.958,-2428.132,-4893.372,-1560.989,-4674.787,-2498.937,-1946.688,-5988.971,-4409.897,-3597.432,-5223.810,-4340.809
-8708.465,-5132.140,-5313.551,-4798.889,-1178.540,-2423.106,-4878.624,-1555.066,-4672.206,-2485.731,-1950.507,-5988.795,-4402.990,-3589.802,-5211.082,-4333.598
-8692.106,-5113.148,-5294.920,-4780.956,-1173.574,-2412.131,-4864.859,-1546.916,-4657.666,-2465.430,-1944.337,-5980.415,-4390.697,-3574.743,-5193.304,-4322.456
-8684.987,-5112.137,-5284.929,-4783.721,-1181.804,-2418.986,-4862.081,-1544.664,-4657.402,-2467.180,-1940.896,-5986.322,-4401.219,-3573.775,-5197.691,-4325.651
-8709.265,-5147.390,-5307.806,-4813.395,-1183.436,-2426.118,-4876.756,-1550.330,-4670.973,-2500.288,-1943.096,-5985.054,-4408.642,-3599.089,-5232.525,-4334.982
-8725.207,-5153.283,-5325.115,-4813.085,-1180.299,-2431.939,-4888.456,-1559.751,-4674.822,-2508.488,-1947.628,-5990.569,-4415.254,-3603.493,-5235.238,-4342.039
-8705.938,-5131.839,-5309.009,-4805.069,-1175.825,-2426.876,-4878.870,-1555.830,-4665.371,-2494.613,-1944.749,-5987.567,-4410.443,-3594.251,-5223.319,-4339.348
-8699.202,-5128.828,-5302.880,-4791.854,-1163.389,-2410.209,-4863.335,-1544.581,-4654.850,-2485.038,-1942.893,-5976.923,-4390.195,-3584.742,-5216.075,-4322.251
-8703.422,-5143.690,-5302.304,-4798.579,-1170.606,-2413.018,-4865.523,-1540.701,-4655.456,-2493.673,-1937.867,-5978.215,-4396.157,-3587.800,-5225.281,-4324.720
-8723.886,-5167.759,-5321.305,-4818.241,-1174.221,-2423.864,-4879.558,-1550.712,-4668.671,-2518.968,-1941.812,-5983.104,-4409.483,-3604.672,-5248.485,-4335.007
-8729.370,-5169.544,-5329.575,-4824.901,-1168.102,-2422.478,-4879.976,-1554.958,-4676.077,-2528.426,-1946.242,-5984.845,-4405.336,-3613.648,-5257.720,-4337.955
-8713.799,-5148.767,-5316.276,-4811.943,-1163.586,-2414.736,-4875.379,-1548.029,-4666.946,-2512.318,-1944.856,-5980.367,-4393.973,-3602.292,-5242.944,-4328.069
-8706.367,-5145.992,-5307.976,-4800.191,-1157.917,-2404.333,-4860.090,-1539.929,-4659.448,-2499.959,-1944.172,-5973.431,-4380.056,-3590.236,-5233.795,-4317.748
-8704.674,-5154.639,-5304.394,-4804.354,-1164.092,-2404.814,-4858.984,-1534.761,-4654.202,-2507.830,-1939.806,-5970.550,-4381.901,-3592.861,-5243.925,-4317.509
